id,post_id,price,bedrooms,bathrooms,sqft,zip_code,neighborhood,full_description,scraped_date,avg_median_income,crime_count_2025,population_2025
57798,7898118789,3850,1.0,1.0,,94115,western addition,"QR Code Link to This Post
APARTMENT DETAILS:
Address: 1816 Eddy Street #104, San Francisco, CA 94115
Neighborhood: Western Addition/ Alamo Square
Bedrooms: 1
Bathrooms: 1
Floor: 1st of 5 floors, rear facing unit
Elevator: Yes
Appliances: Stove, Refrigerator, Microwave, Dishwasher, Washer/Dryer
Utilities included: Water, Garbage and Google Webpass internet
Laundry: In-unit Washer and Dryer
Parking: 1 parking space included
Outdoor Space: Private Patio, Shared Roof Deck
No Pets
No Smoking
REQUIREMENTS:
In person viewing of unit required before applying
Credit: Good Standing
Income: 3x the Rent
Guarantors Accepted
Security Deposit Required $3,850
Application Fee: $45 per applicant
Lease Terms: Annual
TO VIEW THIS UNIT PLEASE CONTACT:
Leasing Department
Phone:
show contact info
www.ChandlerProperties.com
Professionally Managed by Chandler Properties",2025-12-03 00:47:33,143818.92,1358,2872
57799,7896117105,4000,4.0,1.0,,94112,excelsior / outer mission,"QR Code Link to This Post
400 London #B
Video Tour here: https://youtu.be/QtksdK0-eTo
Top Floor
4 Bedrooms
Large Deck with Incredible Views for this flat ONLY. No stairs - Slider to Deck that makes it usable
Wood Style Flooring
Shower over Tub Tile Bath
Galley Kitchen with Stone counters - Gas Range
Spacious living room
BRIGHT BRIGHT BRIGHT
Pets Possible
Near transportation!
Near shopping and restaurants!
Please note that while address is technically London Street, the entrance is on Persia (it is a corner building)
Call or Text Gus at
show contact info
NO EMAILS Please - they will not get response.",2025-12-03 00:47:33,131280.36,1139,4762
57800,7898014285,3845,1.0,1.0,553.0,94133,north beach / telegraph hill,"QR Code Link to This Post
755 Green St #755-1B, San Francisco, CA 94133
For the fastest response, text Pieter at
show contact info
today to schedule an in-person tour! Please include the address in your message.
Take a virtual tour: https://my.matterport.com/show/?m=TaAoaXLMk95
- Reduced $1,000 security deposit with approved credit
About Unit 755-1B
- Spacious 1 bedroom unit with est. 553 sqft
- Stainless steel appliances with dishwasher
- Bathroom features combined shower and tub
- Wide plank flooring throughout
- Laundry in building
Additional Information
- 12-month lease term, then month-to-month
- Rent-controlled building
- Provided unfurnished
- Pet-friendly, 2 pets maximum up to 70 Lbs per pet ask about our aggressive breed list for dogs: $0 pet rent, $0 pet deposit
- Utilities not included in the monthly rent
- Elevator in the building
*square footage is estimated*
Parking:
**Parking Availability Disclaimer:**
Parking can be offered for an additional charge but is depending on availability
While we strive to accommodate parking needs, parking spaces are limited and offered on a first-come, first-served basis. As such, parking within the complex cannot be guaranteed. Alternative parking options may be available at a nearby location. We encourage prospective residents to consider this prior to making their leasing decisions.
Follow our Instagram: @brickandtimber for similar listings.
Contact:
Pieter Vos, DRE# 02213247
Agent Phone:
show contact info
For inquiries, you may also call our office at
show contact info
Brick + Timber, Inc
www.rentbt.com",2025-12-03 00:47:33,116675.28,1370,2842
57801,7897882370,3975,1.0,1.0,675.0,94108,nob hill,"QR Code Link to This Post
The Pinnacle at Nob Hill
899 Pine St., San Francisco, CA, 94108
Visit This Website to See More:
https://amc.touraptnow.com/pd4496
Call Now -
show contact info
x 7
OR Text
7
to
show contact info
to contact our team.
Where luxury city living reaches New Heights
1 Bedroom, 1 Bath | Approximately 650 Sq. Ft.
Community Info:
At The Pinnacle San Francisco Apartments in Nob Hill, you will be delighted to have so many luxuries and conveniences right outside your doorstep. Get in an invigorating workout in our state-of-the-art fitness center or chill out in our resident lounge while you surf the internet on our high speed Wi-Fi. Not to mention, our luxury community is conveniently located near a range of dining, shopping and night life destinations. Are you searching for apartments in Nob Hill, San Francisco? The Pinnacle at Nob Hill has something for everyone!
Unit Highlights
✧  Quartz Counters
✧  Walk in Closets [ 1 ]
✧  In Home Washer & Dryer [ 1 ]
✧  Private Patios and Balconies [ 1 ]
✧  Tile Flooring in Kitchen & Bath
✧  Unique Floorplan Layouts
✧  Recess Lighting in Kitchen
✧  Stainless Steel Appliances
✧  Hardwood Floors Throughout [ 1 ]
1. In Select Units
Community Highlights
✧  Concierge Services
✧  Breathtaking City Views
✧  Reserved Garage Parking Available
✧  On-site Fitness Center (5am-11pm)
✧  Equal Housing Opportunity
✧  NEW Rooftop Lounge
✧  Walking distance to Powell Street and Montgomery Street BART Station
✧  Package Acceptance Service
✧  Dry Sauna (5am-11pm)
✧  99 Walk Score
✧  Nearby Union Square, Trader Joes, Whole Foods
✧  Resident Portal with Online Rent Payments
✧  Cat Friendly Community
✧  20 minute transit ride to Downtown San Francisco
✧  Resident Co-Working Lounge *Coming Soon
✧  5 minute drive to Downtown San Francisco
✧  100 Transit Score
Office Hours
Monday - Sunday:
(9:00 am - 6:00 pm) Property Management
(6:00 pm - 3:00 am) Concierge Available (No tours available during this time)
Pet Policy
Cats Welcomed!
$500 refundable pet deposit
$50 fee for pet Prices are subject to change, based on availability and qualification of the applicant, additional fees may apply.
AMC-CA, Inc. dba Apartment Management Consultants-BRE #01525033
Apartment Management Consultants, Broker License # 01525033
Equal Housing Opportunity
a1IkXQbMr2",2025-12-03 00:47:33,74320.49,2037,2500
57802,7897829651,3895,1.0,5.0,604.0,94109,nob hill,"QR Code Link to This Post
See more photos and
SCHEDULE A SHOWING
at:
http://schedule-a-viewing.com/lc/a65c8c2086
No, it's not a hyperlink.  :-(  You still have to copy-and-paste this link into the address bar on your web browser.
Built From the Studs!
693 Sutter St - 1, San Francisco, CA, 94108
$3895 per month
1 bed, 1 full and 1 half bath
At 693 Sutter, you’ll find thoughtfully designed residences that elevate city living with modern finishes, refined details, and a prime location. One of the building’s standout amenities is its expansive rooftop deck—featuring multiple seating areas designed for privacy and relaxation—perfect for entertaining friends or simply unwinding with panoramic city views.
Inside, each home blends contemporary design with timeless sophistication. Spacious one- and one and half baths floor plans feature:
Gourmet kitchens with stainless steel appliances
Sleek concrete countertops with waterfall edges in select 02 and 03 stack units
Recessed LED lighting for a clean, modern atmosphere
The convenience of an in-unit washer and dryer
Every element—from the dishwasher to the designer fixtures—has been carefully selected to combine both functionality and style.
Right Outside Your Door:
Nob Hill Café – Cozy Italian favorite for pasta and wood-fired pizza
Swan Oyster Depot – Iconic San Francisco seafood counter
Ryoko’s – Trendy late-night sushi bar
Liholiho Yacht Club – Acclaimed Hawaiian-California fusion
Del Popolo – Elevated Neapolitan-style pizza and small plates
Osso Steakhouse – A classic San Francisco steakhouse experience
Sutter Pub & Restaurant – Local go-to for British-inspired pub fare
693 Sutter St. offers a lifestyle that’s sophisticated, modern, and distinctly San Francisco—all within a brand-new residence that’s truly rare for the neighborhood.
DETAILS:
Deposit: Equivalent to One Month's Rent
Bed: 1
Bath: 1.5
Lease Term: 12 Months
Pets Considered
In-Unit Laundry
QUALIFICATIONS:
Income of at least 3x monthly rent
680+ credit score
Positive rental reference
Brooks Jett — Leasing Agent
CalDRE# 02182648
Structure Properties, Inc.
3727 Buchanan Street, Floor 4, San Francisco, CA 94123
structureproperties.com
CA DRE #01961414
This unit is subject to the San Francisco Rent Ordinance, which limits evictions without just cause and states that any waiver by a tenant of their rights under the Ordinance is void as contrary to public policy
Contact Us:
show contact info
See more photos and
SCHEDULE A SHOWING
at:
http://schedule-a-viewing.com/lc/a65c8c2086",2025-12-03 00:47:33,124571.64,3286,2599
57803,7897674337,3891,2.0,2.0,817.0,94102,downtown / civic / van ness,"QR Code Link to This Post
Beds:
2
Baths:
2
Square Feet:
817
Use the link below for more details:
https://sares-regis.aptdetails.com/cnsgo9
50 Jones—brand new mid-market apartments, Now Open.
Call Now -
show contact info
x 155
OR Text
155
to
show contact info
to contact our leasing team.
Community Info
SF's urban oasis lives at Jones + Market
Amongst the hustle and bustle of Mid-Market, one of San Francisco's hottest emerging neighborhoods, sits an oasis for everyday living. With Muni & BART out your front door and SoMa and downtown a short walk away; your day starts with convenience. When you come home, multiple relaxing designer spaces-from the solarium to the rooftops to the secluded courtyard Oasis-help you leave your worries outside. Your dreams of city living and respite come together at Jones + Market.
Residence Features
✩  Luxury wood-style vinyl plank flooring
✩  Caeserstone quartz countertops
✩  Meco Shade window blinds
✩  In-unit washer-dryers
✩  Hex tile baths [ 1 ]
✩  Carpeted bedrooms
✩  Stainless steel appliances
✩  Exposed concrete ceilings
✩  Under cabinet lighting
✩  Microwave
✩  Walk-in showers [ 1 ]
✩  Thoughtfully designed interiors
✩  Dishwasher
✩  Modern two-tone cabinetry
1. in select apartment homes
Community Features
✩  Tesla rental available on site
✩  Flex zen spaces
✩  The Pet Pad
✩  Social and relaxing spaces
✩  Lobby
✩  Sky Terrace
✩  Work from home areas
✩  Fire pits
✩  Lounge
✩  24-hour on-site security
✩  Grilling stations with dining areas
✩  Sunny solarium
✩  Courtyard
✩  Fitness Center
✩  Indoor bike storage
Office Hours
We are now offering partially self-guided tours, by appointment only. Schedule your tour today!
Equal Housing Opportunity
psoGzMj0Qvfb",2025-12-03 00:47:33,76611.4,6937,3367
57804,7895144310,4000,2.0,1.0,1100.0,94102,hayes valley,"QR Code Link to This Post
249 OAK AT GOUGH....in the HEART of HAYES VALLEY!!!!!!!! A small vintage building.
***OPEN HOUSE ***  Sunday11 to 11:30 AM
*** I can also send you a video
show contact info
DON'T MISS THIS WONDERFUL APARTMENT!!!!!total remodel completed!!. There is a decorative fireplace in the front bedroom
2BR 1BA W/5 CLOSETS
Inercom entry .....with amazon Key delivery
GIANT eat-in kitchen JUST REMODELED...w/ New Cabinets and Granite countertops, stainless steel gas stove, dishwasher, refrigerator, garbage disposal.
Total tasteful remodel...... refinished wood floors!!!
PRIVATE SECURE office/media room/storage in above ground basement Customized to meet your needs for $200 per month....or...
A block from all the shops and restaurants including Trader Joe’s
Great public transportation to downtown and the peninsula
Two blocks to the SHUTTLE and three blocks to Twitter
NEW HIGH-TECH Laundry
no pets and NO SMOKING
This is a rent controlled building so increases in rent are limited as opposed to any new building which the rent can be raised to any amount at the end of the term of the lease. A consideration!
PLEASE TEXT DAVID AT
show contact info",2025-12-03 00:47:33,76611.4,6937,3367
57805,7897331795,3900,2.0,1.0,950.0,94131,city of san francisco,"QR Code Link to This Post
Charming 2 Bed Apt in San Francisco | 218 Monterey Blvd | $3900/mo
218 Monterey Blvd, San Francisco, CA 94131
3900.00 / Month
2 BEDROOMS | 1 BATHROOMS
Interested? Fill out this form
: https://renter.turbotenant.com/general-prescreener/T3duZXI6MTAwNDk5Nw==?property=2191594&source=cl
Have questions? Contact the Landlord
: https://rental.turbotenant.com/p/218-monterey-blvd-san-francisco-ca/2191594?source=craigslist
Property Description:
Welcome to your new home at 218 Monterey Blvd in San Francisco! Just a 7-min walk to Glen Park Bart Station with 3 bus lines that pass through this location! This charming single-family property features 2 bedrooms, 1 bathroom, and a fenced yard perfect for a Sunday barbecue. 
Recently updated bathroom and flooring for entire unit. With amenities like a dishwasher, washer/dryer in unit and plenty space. This cozy unit is a steal at $3800/month. Don't miss out on this gem - schedule a viewing today!

Contact Abraham at 51O.59O.84three six
Property Type
: Single Family
Pets
: Cats Allowed
Smoking
: OUTSIDE_ONLY
Lease Term
:
3900.00 / Month
5850.00 Deposit
Lease Length: One Year
Available: 10/18/2025
Occupancy Limit: 4 People
Utilities Included
:
Garbage
Sewage
Water
Appliances
:
Dishwasher
Refrigerator
Washer
Microwave
Range Oven
Dryer
Freezer
Amenities
:
Fenced Yard
On Site Laundry
Near Parks
Heating & Cooling
:
Baseboard
Wall
None
Interested?
Fill out this form
: https://renter.turbotenant.com/general-prescreener/T3duZXI6MTAwNDk5Nw==?property=2191594&source=cl
Have questions? Contact the Landlord
: https://rental.turbotenant.com/p/218-monterey-blvd-san-francisco-ca/2191594?source=craigslist",2025-12-03 00:47:33,188108.8,716,4581
57807,7896953448,3839,2.0,2.0,1136.0,94103,downtown / civic / van ness,"QR Code Link to This Post
WELCOME TO AVA 55
#420 $3839.00 12/26/25
https://www.avaloncommunities.com/california/san-francisco-apartments/ava-55-ninth/apartment/CA100-CA100-001-420/?furnished=false&moveInDate=12%2F26%2F2025&leaseTerm=19
We are now offering one month FREE on the following Apartment Homes:
#1704 $4070.00
https://www.avaloncommunities.com/california/san-francisco-apartments/ava-55-ninth/apartment/CA100-CA100-001-1704/?furnished=false&moveInDate=11%2F19%2F2025&leaseTerm=20
#1501 $4383.00
https://www.avaloncommunities.com/california/san-francisco-apartments/ava-55-ninth/apartment/CA100-CA100-001-1501/?furnished=false&moveInDate=11%2F19%2F2025&leaseTerm=20
#515 $4245.00
https://www.avaloncommunities.com/california/san-francisco-apartments/ava-55-ninth/apartment/CA100-CA100-001-515/?furnished=false&moveInDate=11%2F19%2F2025&leaseTerm=20
Other available homes:
Studio From $2825.00
1 bedroom From $3635.00
2 bedroom From $3839.00
AVA is living space in the energy of Mid Market – where bars and clubs converge with the opera and food trucks, where sushi meets pizza and music collides with performing arts. Oh yeah, and we're just steps away from all modes of transportation including BART and shuttles. At AVA 55 Ninth, open-concept studio, 1 & 2 bedroom apartments feature urban inspired design that extends beyond your walls to social spaces to connect, chill and play. There's the Lounge that spills out onto a huge terrace with flat screens, grills, outdoor dining, work pods, and lots of comfy seating for hanging out with friends. We're smoke free. Eco friendly. And pet friendly too (even big dogs). Plus the awesome fitness center, DIY work space and a bike shop with storage will make you want to dive in and make it yours. Upgrade any home to Furnished+ and enjoy the convenience of turnkey living. We don't want to tell you how to live, but you might want to check out AVA at 55 Ninth. Be the first to know of any updates on our rad apartments by clicking the Contact Us button above right now. SoMa Apartments by Avalon Our apartments in SoMA have the latest features and amenities and are easily navigable to the best local happenings, including what’s hot in the Market District, Nob Hill, Civic Center, Little Saigon and Downtown. All necessities of San Francisco living are just a steps from our door. You can grab a SF Bike, get on the train at the Van Ness Station, or take I-80. Whichever way you decide to travel, there’s a world of entertainment just waiting for you to explore. SoMa Apartment Community Becoming a part of AVA 55 Ninth lets you spend more time enjoying the social aspects of our community, like our awesome fitness center and planned events. So what are you waiting for? Dive in and make our San Francisco apartments your new home today. Apartment homes include features for persons with disabilities required by the Federal Fair Housing Act.
Book a tour:
https://www.avaloncommunities.com/california/san-francisco-apartments/ava-55-ninth/book-a-tour/
Office Hours
S Closed
M Closed
T 9:30 am - 6:30 pm
W 9:30 am - 6:30 pm
T 9:30 am - 6:30 pm
F 8:30 am - 5:30 pm
S 8:30 am - 5:30 pm
55 Ninth Street • San Francisco, CA 94103",2025-12-03 00:47:33,129146.43,9483,3481
57808,7893730512,3950,2.0,5.0,994.0,94109,SOMA / south beach,"QR Code Link to This Post
*****AVAILABLE NOW!!*****
Located in SOMA, this great unit is conveniently located to access many sub-neighborhoods within minutes, such as: Yerba Buena, East Cut, South Beach, the Ball Park, The Embarcadero, theatres, great restaurants and museums. Easy access to the freeways and MUNI lines.
Enjoy with this unit:
- Huge split level open plan living/dining
- Kitchen open plan with stainless steel refrigerator, gas stove, microwave, dishwasher
- 2 bedrooms - both bedrooms have ensuite bathrooms with shower over tub
- 2.5 bathrooms
- Working Fireplace
- Video Projection Mount
- Hardwood Flooring throughout the unit
- In unit washer/dryer
1 parking space in 3 car tandem garage
Large common roof deck with spectacular downtown views!
Pets: Yes, subject to owner approval
No Smoking
Rent: $3,950
Security Deposit: $3,950
Application Fee: $45.00
Utilities allocated per number of residents in the building
Listing Agent:
Eugenia (Genie) Mantzoros
Realtor, Leasing Agent
CalDRE #00805386
Please note that though the information about the listed property contained herein is deemed to be from reliable sources, prospective tenants should always do their own physical inspection of the property prior to entering any agreements for lease or rent. Prices may be subject to change.",2025-12-03 00:47:33,124571.64,3286,2599
57809,7896871081,3845,1.0,1.0,531.0,94133,north beach / telegraph hill,"QR Code Link to This Post
Text me for fastest response:
show contact info
Details
- Building: 755 Green St. #2C
- Neighborhood: North Beach
- Rent Controlled
- 12 Month Lease
- $1,000 deposit with approved credit
-Ask about our other listings
VIRTUAL TOUR: https://my.matterport.com/show/?m=8XYVHQ1KZbK
*** PARKING: $300/month ***
Amenities
* Cable Ready
* Efficient Appliances
* Range
* Refrigerator
* Washer/Dryer: In Building
* Window Covering
* Dishwasher
Check out the website for more units:
https://www.brickandtimber.com/
Contact me directly to view any of our available units!
This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.
Brick+Timber
Kyla Karch
BRE 01436033",2025-12-03 00:47:33,116675.28,1370,2842
57810,7896869669,3845,1.0,1.0,531.0,94133,north beach / telegraph hill,"QR Code Link to This Post
Text me for fastest response:
show contact info
Details
- Building: 755 Green St. #1B
- Neighborhood: North Beach
- Rent Controlled
- 12 Month Lease
- $1,000 deposit with approved credit
-Ask about our other listings
VIRTUAL TOUR: https://my.matterport.com/show/?m=TaAoaXLMk95
*** PARKING: $300/month ***
Amenities
* Cable Ready
* Efficient Appliances
* Range
* Refrigerator
* Washer/Dryer: In Building
* Window Covering
* Dishwasher
Check out the website for more units:
https://www.brickandtimber.com/
Contact me directly to view any of our available units!
This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.
Brick+Timber
Kyla Karch
BRE 01436033",2025-12-03 00:47:33,116675.28,1370,2842
57811,7896859405,3845,2.0,1.0,666.0,94109,downtown / civic / van ness,"QR Code Link to This Post
Text me for fastest response:
show contact info
Details
- Building: 861 Sutter St. #302
- Neighborhood: Downtown
- Rent Controlled
- 12 Month Lease
- $1,000 deposit with approved credit
-Ask about our other listings
VIRTUAL TOUR: https://my.matterport.com/show/?m=UW41KnLyAof
*** No garage parking available; Street parking only. ***
Amenities
* Cable Ready
* Efficient Appliances
* Range
* Refrigerator
* Washer/Dryer: In Unit
* Window Covering
* Dishwasher
Check out the website for more units:
https://www.brickandtimber.com/
Contact me directly to view any of our available units!
This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.
Brick+Timber
Kyla Karch
BRE 01436033",2025-12-03 00:47:33,124571.64,3286,2599
57812,7896837400,3845,2.0,1.0,,94108,nob hill,"QR Code Link to This Post
645 Stockton Street Unit #505 - San Francisco, CA - Brick and Timber
Please Enjoy A 3D Virtual Tour! Available Here - https://my.matterport.com/show/?m=FbF3raEcJKo
For the fastest response, please call or text Jason at
show contact info
) today to schedule an in-person tour! Please included the address and unit number in your message.
- PROMOTIONS -
* SECURITY DEPOSIT - $1000 With Approved Credit (Ask for Details)
LEASE TERMS:
-Lease: 1 Year
-Income: 2.5x Rent
-Utilities: None Included
-Pets: No Pet Rent! - No Pet Deposit (2 pet max), Breed Restrictions Apply
-Proof of Income: Offer Letter, Pay Stubs, Investment Statements, Savings
-Renter's Insurance is Required
-Managed by Brick and Timber
-Application Fee: Yes
- Rent Controlled Building*
CONTACT:
Jason A.
Leasing Agent
DRE #02099888
Brick + Timber
www.rentbt.com
Cell:
show contact info
Instagram - Please Follow @rentingsanfrancisco
*Happy to help tour anything within the Brick and Timber Portfolio! We have plenty of more units available!
Just give me a call, text or email and let me know what you're looking for!
*Showings By Appointment Only - Please feel free to text, call or email to schedule tours!
*Price and Availability Subject to Change.
*Square footage is estimated
*We do business in accordance with the Federal Fair Housing Law
Please Enjoy A 3D Virtual Tour Available Here - https://my.matterport.com/show/?m=FbF3raEcJKo
FOR A FASTER RESPONCE PLEASE CALL OR TEXT Jason
show contact info
) *",2025-12-03 00:47:33,74320.49,2037,2500
57813,7896519984,3975,1.0,1.0,675.0,94108,nob hill,"QR Code Link to This Post
The Pinnacle at Nob Hill
899 Pine St., San Francisco, CA, 94108
Interested in more information? Visit link below:
https://amc.touraptnow.com/14cxkm
Call Now -
show contact info
x 85
OR Text
85
to
show contact info
to contact our leasing team.
Where luxury city living reaches New Heights
1 Bedroom, 1 Bath | Approximately 675 Sq. Ft.
Community Info:
At The Pinnacle San Francisco Apartments in Nob Hill, you will be delighted to have so many luxuries and conveniences right outside your doorstep. Get in an invigorating workout in our state-of-the-art fitness center or chill out in our resident lounge while you surf the internet on our high speed Wi-Fi. Not to mention, our luxury community is conveniently located near a range of dining, shopping and night life destinations. Are you searching for apartments in Nob Hill, San Francisco? The Pinnacle at Nob Hill has something for everyone!
Unit Highlights
✧  Unique Floorplan Layouts
✧  Stainless Steel Appliances
✧  Quartz Counters
✧  In Home Washer & Dryer [ 1 ]
✧  Walk in Closets [ 1 ]
✧  Recess Lighting in Kitchen
✧  Private Patios and Balconies [ 1 ]
✧  Tile Flooring in Kitchen & Bath
✧  Hardwood Floors Throughout [ 1 ]
1. In Select Units
Community Highlights
✧  Resident Portal with Online Rent Payments
✧  Equal Housing Opportunity
✧  On-site Fitness Center (5am-11pm)
✧  Nearby Union Square, Trader Joes, Whole Foods
✧  Concierge Services
✧  Package Acceptance Service
✧  20 minute transit ride to Downtown San Francisco
✧  Cat Friendly Community
✧  Dry Sauna (5am-11pm)
✧  NEW Rooftop Lounge
✧  Resident Co-Working Lounge *Coming Soon
✧  5 minute drive to Downtown San Francisco
✧  Reserved Garage Parking Available
✧  Breathtaking City Views
✧  100 Transit Score
✧  99 Walk Score
✧  Walking distance to Powell Street and Montgomery Street BART Station
Office Hours
Monday - Sunday:
(9:00 am - 6:00 pm) Property Management
(6:00 pm - 3:00 am) Concierge Available (No tours available during this time)
Pet Policy
Cats Welcomed!
$500 refundable pet deposit
$50 fee for pet Prices are subject to change, based on availability and qualification of the applicant, additional fees may apply.
AMC-CA, Inc. dba Apartment Management Consultants-BRE #01525033
Apartment Management Consultants, Broker License # 01525033
Equal Housing Opportunity
Z82OZumW8f",2025-12-03 00:47:33,74320.49,2037,2500
57814,7896255284,3975,1.0,1.0,675.0,94108,nob hill,"QR Code Link to This Post
The Pinnacle at Nob Hill
899 Pine St., San Francisco, CA, 94108
Follow The Link Below:
https://amc.touraptnow.com/oa3b63
Call Now -
show contact info
x 82
OR Text
82
to
show contact info
to text our team directly.
Where luxury city living reaches New Heights
1 Bedroom, 1 Bath | Approximately 675 Sq. Ft.
Community Info:
At The Pinnacle San Francisco Apartments in Nob Hill, you will be delighted to have so many luxuries and conveniences right outside your doorstep. Get in an invigorating workout in our state-of-the-art fitness center or chill out in our resident lounge while you surf the internet on our high speed Wi-Fi. Not to mention, our luxury community is conveniently located near a range of dining, shopping and night life destinations. Are you searching for apartments in Nob Hill, San Francisco? The Pinnacle at Nob Hill has something for everyone!
Unit Highlights
✧  In Home Washer & Dryer [ 1 ]
✧  Recess Lighting in Kitchen
✧  Stainless Steel Appliances
✧  Hardwood Floors Throughout [ 1 ]
✧  Quartz Counters
✧  Walk in Closets [ 1 ]
✧  Private Patios and Balconies [ 1 ]
✧  Unique Floorplan Layouts
✧  Tile Flooring in Kitchen & Bath
1. In Select Units
Community Highlights
✧  Nearby Union Square, Trader Joes, Whole Foods
✧  Reserved Garage Parking Available
✧  5 minute drive to Downtown San Francisco
✧  Resident Portal with Online Rent Payments
✧  Resident Co-Working Lounge *Coming Soon
✧  Dry Sauna (5am-11pm)
✧  100 Transit Score
✧  Concierge Services
✧  Equal Housing Opportunity
✧  Walking distance to Powell Street and Montgomery Street BART Station
✧  NEW Rooftop Lounge
✧  On-site Fitness Center (5am-11pm)
✧  Package Acceptance Service
✧  99 Walk Score
✧  Breathtaking City Views
✧  Cat Friendly Community
✧  20 minute transit ride to Downtown San Francisco
Office Hours
Monday - Sunday:
(9:00 am - 6:00 pm) Property Management
(6:00 pm - 3:00 am) Concierge Available (No tours available during this time)
Pet Policy
Cats Welcomed!
$500 refundable pet deposit
$50 fee for pet Prices are subject to change, based on availability and qualification of the applicant, additional fees may apply.
AMC-CA, Inc. dba Apartment Management Consultants-BRE #01525033
Apartment Management Consultants, Broker License # 01525033
Equal Housing Opportunity
p3bXqsZG21",2025-12-03 00:47:33,74320.49,2037,2500
57815,7896167729,3900,3.0,1.0,1760.0,94110,San Francisco mission district,"QR Code Link to This Post
Top floor apartment convertible studio to two bedroom with den or small bedroom one bathroom dining area and living room all utilities included, walk bike and vehicle friendly
1st m/w/security deposit",2025-12-03 00:47:33,150343.21,7034,3692
57816,7896110141,3975,1.0,1.0,675.0,94108,nob hill,"QR Code Link to This Post
This is a 1 Bed, 1 Bath, Approximately 675 Sq. Ft.
Want more info on this unit? See the link (below):
https://amc.touraptnow.com/9hni2c
Call Now -
show contact info
x 71
OR Text 71 to
show contact info
to text our leasing team.
Where luxury city living reaches New Heights
Community Info:
At The Pinnacle San Francisco Apartments in Nob Hill, you will be delighted to have so many luxuries and conveniences right outside your doorstep. Get in an invigorating workout in our state-of-the-art fitness center or chill out in our resident lounge while you surf the internet on our high speed Wi-Fi. Not to mention, our luxury community is conveniently located near a range of dining, shopping and night life destinations. Are you searching for apartments in Nob Hill, San Francisco? The Pinnacle at Nob Hill has something for everyone!
Features:
‣ Walk in Closets [ 1 ]
‣ In Home Washer & Dryer [ 1 ]
‣ Unique Floorplan Layouts
‣ Private Patios and Balconies [ 1 ]
‣ Hardwood Floors Throughout [ 1 ]
‣ Stainless Steel Appliances
‣ Tile Flooring in Kitchen & Bath
‣ Quartz Counters
‣ Recess Lighting in Kitchen
1. In Select Units
Community Amenities:
‣ 99 Walk Score
‣ Dry Sauna (5am-11pm)
‣ 100 Transit Score
‣ Reserved Garage Parking Available
‣ Breathtaking City Views
‣ Nearby Union Square, Trader Joes, Whole Foods
‣ Concierge Services
‣ Resident Portal with Online Rent Payments
‣ Cat Friendly Community
‣ Resident Co-Working Lounge *Coming Soon
‣ On-site Fitness Center (5am-11pm)
‣ Equal Housing Opportunity
‣ Package Acceptance Service
‣ NEW Rooftop Lounge
‣ Walking distance to Powell Street and Montgomery Street BART Station
‣ 20 minute transit ride to Downtown San Francisco
‣ 5 minute drive to Downtown San Francisco
Pet Policy:
Cats Welcomed!
$500 refundable pet deposit
$50 fee for pet
Office Hours:
Monday - Sunday:
(9:00 am - 6:00 pm) Property Management
(6:00 pm - 3:00 am) Concierge Available (No tours available during this time)
The Pinnacle at Nob Hill
899 Pine St., San Francisco, CA, 94108
Prices are subject to change, based on availability and qualification of the applicant, additional fees may apply.
AMC-CA, Inc. dba Apartment Management Consultants-BRE #01525033
Apartment Management Consultants, Broker License # 01525033
Equal Housing Opportunity",2025-12-03 00:47:33,74320.49,2037,2500
